,OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)",* City,Zip Code,* CAL FIRE Unit,County,Community,Incident Start Date,Structure Defense Actions Taken,* Structure Type,Structure Category,# Units in Structure (if multi unit),* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,Distance - Propane Tank to Structure,Distance - Residence to Utility/Misc Structure &gt; 120 SQFT,Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),Latitude,Longitude
5622,72136,Destroyed (>50%),769.0,Skyview Terrace,,Ventura,0.0,VNC,Ventura,,2017-12-04 00:00:00,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unknown,Screened,Fire Resistant,Single Pane, , , ,,,,80697.0,1964.0,769 SKYVIEW TR VENTURA CA 93003,34.2908453076074,-119.210705585637
5623,116401,Destroyed (>50%),470.0,E Poppyfields,Drive,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Wood,Wood,Combustible,Combustible,,,376812.0,1991.0,"470 E POPPYFIELDS DR, ALTADENA, CA 91001",34.19536,-118.1365907
5624,13398,Destroyed (>50%),1925.0,Los Alamos,Road,,,LNU,Sonoma,,2020-09-27 00:00:00,,Utility Misc Structure,Other Minor Structure,,Metal,No Eaves,No Vents,Metal,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,132268.0,1985.0,1925 LOS ALAMOS RD SANTA ROSA CA 95409,38.4975798890515,-122.607068894576
5625,115849,Destroyed (>50%),3129.0,Raymond,Avenue,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,,Unknown,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Unknown,Combustible,Non Combustible,,,81668.0,1927.0,"3129 RAYMOND AVE, ALTADENA, CA 91001",34.1972469,-118.1417584
5626,70711,Destroyed (>50%),12831.0,Maclay,Street,Los Angeles,0.0,LAC,Los Angeles,Sylmar,2017-12-05 00:00:00,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unknown,Screened,Combustible,Single Pane, , , ,,,,2040000.0,1925.0,12831 MACLAY ST SYLMAR CA 91342,34.3057469402292,-118.412843035539
5627,19361,No Damage,1111.0,Berryessa Knoxville,Road,,,LNU,Napa,Napa,2020-08-16 00:00:00,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,64733.0,1983.0,1111 BERRYESSA KNOXVILLE RD NAPA CA 94558,38.4968288971234,-122.244758360162
5628,83188,No Damage,2688.0,Henderson ,Street,South Lake Tahoe,96150.0,AEU,El Dorado,Henderson ,2021-08-14 00:00:00,Engine Company Actions,Single Family Residence Single Story,Single Residence,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,Wood,Combustible,No Fence,,,165748.0,,2688 HENDERSON ST SOUTH LAKE TAHOE CA 96150,38.8373302409086,-120.024299628824
5629,117269,Destroyed (>50%),2932.0,Marengo,Avenue,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,,,118174.0,1964.0,"2932 MARENGO AVE, ALTADENA, CA 91001",34.1948334,-118.1388724
5630,112841,Destroyed (>50%),1403.0,E Mendocino,Street,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,Unknown,Unknown,Unknown,0-10,,191835.0,1950.0,"1403 E MENDOCINO ST, ALTADENA, CA 91001",34.1861908,-118.1217151
5631,35375,Destroyed (>50%),1419.0,Towhee,Lane,Paradise Northwest A,,BTU,Butte,Paradise ,2018-11-08 00:00:00,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,No Vents,Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,18786.0,1971.0,1419  TOWHEE LN   PARADISE CA 95969,39.786109985943,-121.593608305635
5632,29977,Destroyed (>50%),1810.0,Stark,Lane,Paradise Northeast B,,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,,Metal,Unenclosed,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,,<30',99511.0,1977.0,1810  STARK LN   PARADISE CA 95969,39.7735615945566,-121.576076246459
5633,128956,Destroyed (>50%),14727.0,Bestor,Boulevard,Pacific Palisades,90272.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,,<30',213960.0,1940.0,"14727 BESTOR BLVD, PACIFIC PALISADES, CA 90272",34.0516106,-118.5209515
5634,127491,Destroyed (>50%),1126.0,Fiske ,Street,Pacific Palisades,90272.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,,,57841.0,1926.0,"1126 FISKE ST, PACIFIC PALISADES, CA 90272",34.0498844,-118.5223059
5635,82272,No Damage,1337.0,Ottawa,Court,South Lake Tahoe,96150.0,AEU,El Dorado,Meyers,2021-08-14 00:00:00,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,,75765.0,,1337 OTTAWA CT SOUTH LAKE TAHOE CA 96150,38.8531011089417,-120.013623061841
5636,90558,No Damage,5642.0,Blackberry Creek,Road,Mariposa,95338.0,MMU,Mariposa,,2022-07-22 00:00:00,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,Non Combustible,No Fence,21-30,,278060.0,0.0,5642 BLACKBERRY CREEK RD MARIPOSA 95338 CA,37.49828172,-119.917773048299
5637,117649,Destroyed (>50%),513.0,W Loma Alta,Drive,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,No Vents,Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,57700.0,1953.0,"513 W LOMA ALTA DR, ALTADENA, CA 91001",34.2026447,-118.1541329
5638,102782,Destroyed (>50%),2906.0,Calanda,Avenue,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,,,73350.0,1942.0,"2906 CALANDA AVE, ALTADENA, CA 91001",34.1954979,-118.155697
5639,107522,No Damage,757.0,E Sacramento,Street,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,,Asphalt,Enclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,,,174494.0,1911.0,"757 E SACRAMENTO ST, ALTADENA, CA 91001",34.1807321,-118.1346912
5640,123160,Destroyed (>50%),3898.0,Rambla Orienta,,Malibu,90265.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Multi Story,Single Residence,,Metal,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,,,1271630.0,2001.0,"3898 RAMBLA ORIENTA, MALIBU, CA 90265",34.0394535,-118.6406386
5641,75209,Destroyed (>50%),90051.0,Geysers ,Road,Unincorporated,,LNU,Sonoma,Geyserville,2019-10-23 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Wood,Unknown,Unknown,Stucco/Brick/Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,21-30,30-50',4939.0,0.0,,38.7747280116561,-122.799376911325
5642,63697,Destroyed (>50%),3809.0,Porter Creek ,Road,Unincorporated,0.0,LNU,Sonoma,Franz Valley,2017-10-08 00:00:00,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane, , , ,,,,100000.0,,3809 PORTER CREEK RD SANTA ROSA CA 95404,38.5580007532288,-122.673834964444
5643,9304,No Damage,16700.0,Bender ,Road,,,SHU,Shasta,,2020-09-27 00:00:00,,Mobile Home Double Wide,Single Residence,,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,,,32000.0,,16700 BENDER RD IGO CA 96047,40.5033328529592,-122.599160975722
5644,6131,No Damage,33928.0,Tocaloma,Road,,0.0,FKU,Fresno,,2020-09-04 00:00:00,,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,0.0,0.0, TOLLHOUSE CA 93667,37.0461273445483,-119.374274087166
5645,88708,No Damage,48718.0,Sugarpine,Trail,Posey,93260.0,TUU,Tulare,Sugarloaf Mountain Park,2021-09-10 00:00:00,,Single Family Residence Single Story,Single Residence,0.0,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,,,58730.0,,48718 SUGARPINE TRL POSEY CA 93260,35.837202455249,-118.601842532842
5646,111694,Destroyed (>50%),2512.0,Marengo,Avenue,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,Unknown,Unknown,Non Combustible,,,306246.0,1953.0,"2512 MARENGO AVE, ALTADENA, CA 91001",34.1882802,-118.1428197
5647,108874,Destroyed (>50%),3392.0,Fair Oaks,Avenue,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Stucco Brick Cement,Unknown,Unknown,Unknown,Unknown,Unknown,,,55082.0,1939.0,"3392 FAIR OAKS AVE, ALTADENA, CA 91001",34.2028239,-118.1432251
5648,56386,No Damage,,,,Unincorporated,,BTU,Butte,,2018-11-08 00:00:00,,Mobile Home Single Wide,Single Residence,, , , , , , , , ,,,,95482.0,1973.0,14360 SKYWAY MAGALIA CA 95954,39.8279116340385,-121.595567955274
5649,83201,No Damage,1141.0,Navahoe South,Drive,South Lake Tahoe,96150.0,AEU,El Dorado,South Lake Tahoe ,2021-08-14 00:00:00,Engine Company Actions,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Other,Multi Pane,Composite,Composite,No Patio Cover/Carport,Combustible,,<30',569098.0,,1141 NAVAHOE DR SOUTH LAKE TAHOE CA 96150,38.8513445535723,-120.015847082974
5650,29170,Destroyed (>50%),5548.0,Foland,Road,Paradise Central Southeast B,,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Unknown,No Fence,,,122400.0,1984.0,5548  FOLAND RD   PARADISE CA 95969,39.7494439670534,-121.59056763506
5651,32050,Destroyed (>50%),355.0,Wayland,Road,Paradise Central Southwest B,,BTU,Butte,,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,21-30,,274125.0,2000.0,355  WAYLAND RD   PARADISE CA 95969,39.7286008831046,-121.645520377445
5652,128739,Destroyed (>50%),16321.0,Pacific Coast,Highway,Pacific Palisades,90272.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Mobile Home Double Wide,Single Residence,,Metal,No Eaves,No Vents,Metal,Single Pane,Wood,Wood,Non Combustible,No Fence,,,60393.0,2003.0,"16321 PACIFIC COAST HWY SPC 1, PACIFIC PALISADES, CA 90272",34.0380672,-118.5391954
5653,72145,Destroyed (>50%),8609.0,Paintbrush ,Court,SOUTH LAKE,0.0,KRN,Kern,South Lake,2016-06-24 00:00:00,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,,,Combustible,Unknown, , , ,,,,61100.0,,8609 PAINTBRUSH CT SOUTH LAKE,35.6312073707071,-118.368103755252
5654,79793,No Damage,5626.0,Wildrose,Drive,Grizzly Flats,95636.0,AEU,El Dorado,Grizzly Flats ,2021-08-14 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Metal,No Eaves,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,,249000.0,,5626 WILDROSE GRIZZLY FLATS CA 95636,38.6228612979542,-120.555683458183
5655,55247,No Damage,,,,,,BTU,Butte,,2018-11-08 00:00:00,,Single Family Residence Single Story,Single Residence,, , , , , , , , ,,,,291784.0,1940.0,550 ROE RD PARADISE CA 95969,39.7420626402611,-121.629206684425
5656,24702,No Damage,255.0,Tasset,Road,,,CZU,Santa Cruz,Bonny Doon,2020-08-16 00:00:00,,Single Family Residence Multi Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,181106.0,1980.0,255 TASSETT CT BONNY DOON CA 95060,37.0443544502786,-122.104966941884
5657,75310,No Damage,7612.0,Highway 128,Other,Unincorporated,,LNU,Sonoma,Healdsburg,2019-10-23 00:00:00,,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,1625592.0,1962.0,7612 HIGHWAY 128 HEALDSBURG CA 95448,38.6627482904313,-122.811934729278
5658,40765,Destroyed (>50%),8738.0,Nugget,Lane,Paradise Northwest A,,BTU,Butte,Paradise ,2018-11-08 00:00:00,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,Unknown,Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,66795.0,1962.0,8736  NUGGET LN   PARADISE CA 95969,39.7862889004804,-121.597442881206
5659,51679,Destroyed (>50%),15057.0,Miners Gulch,Drive,Unincorporated,,SHU,Shasta,Shasta,2018-07-23 00:00:00,,Utility Misc Structure,Other Minor Structure,,Metal,Unknown,No Vents,Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,129000.0,1958.0,15057 MINERS GULCH RD SHASTA CA 96087,40.607841566953,-122.502572882987
5660,117048,Destroyed (>50%),3020.0,Fair Oaks,Avenue,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,No Vents,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,155096.0,1910.0,"3020 FAIR OAKS AVE, ALTADENA, CA 91001",34.1967638,-118.145966
5661,18188,No Damage,6983.0,Bucktown ,Lane,,,LNU,Solano,Vacaville ,2020-08-16 00:00:00,,Mobile Home Single Wide,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,36744.0,,6983 BUCKTOWN LN VACAVILLE CA 95688,38.3989294117917,-122.030364163513
5662,58876,Destroyed (>50%),3753.0,Cross Creek,Road,Santa Rosa,0.0,LNU,Sonoma,Fountaingrove,2017-10-08 00:00:00,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unknown,Screened,Combustible,Multi Pane, , , ,,,,283744.0,,3753 CROSS CREEK RD SANTA ROSA CA 95403,38.494928559022,-122.713222996753
5663,122124,Destroyed (>50%),712.0,Swarthmore,Avenue,Pacific Palisades,90272.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unknown,Unknown,Other,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,,,120723.0,1948.0,"712 SWARTHMORE AVE, PACIFIC PALISADES, CA 90272",34.0428846,-118.5267253
5664,13769,Destroyed (>50%),7640.0,Tarwater ,Road,,,LNU,Sonoma,,2020-09-27 00:00:00,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Wood,Unknown,Combustible,Combustible,,,319984.0,1978.0,7640 SAINT HELENA RD SANTA ROSA CA 95404,38.5163114718409,-122.603084895935
5665,60858,Destroyed (>50%),273.0,ARBAUGH,Street,Weed,0.0,SKU,Siskiyou,Angel Valley,2014-09-15 00:00:00,,Single Family Residence Single Story,Single Residence,,Combustible,Unenclosed,Unknown,,Unknown, , , ,,,,48072.0,,273 ARBAUGH ST,41.4375907192256,-122.379741138047
5666,2175,Destroyed (>50%),45.0,Stone,Road,,0.0,BTU,Butte,Berry Creek,2020-09-09 00:00:00,,Motor Home,Single Residence,0.0,Metal,No Eaves,"Mesh Screen > 1/8""""",Metal,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,0-10,,6745.0,1962.0,"45 STONE RD, BERRY CREEK CA 95916",39.639539318088,-121.451093489164
5667,35000,Destroyed (>50%),4385.0,Rim,Road,Concow/Yankee Hill,,BTU,Butte,,2018-11-08 00:00:00,,Utility Misc Structure,Other Minor Structure,,Wood,Unknown,"Mesh Screen <= 1/8""""",Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,46818.0,1900.0,12565  RIM RD   OROVILLE CA 95965,39.7581408599233,-121.497980320597
5668,87179,No Damage,18964.0,State Highway 89,Other,Greenville,95947.0,LMU,Plumas,Greenville ,2021-07-13 00:00:00,,Single Family Residence Single Story,Single Residence,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,,,124950.0,,18964 STATE HIGHWAY 89 GREENVILLE CA 95947,40.1349198346186,-120.922515649105
5669,24502,No Damage,385.0,Dogwood,Way,,,CZU,Santa Cruz,,2020-08-16 00:00:00,,Single Family Residence Multi Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,102950.0,1975.0,385 DOGWOOD WAY BOULDER CREEK CA 95006,37.1751611760749,-122.162752799097
5670,47740,Destroyed (>50%),13914.0,Rutgers,Court,Magalia,,BTU,Butte,Magalia,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,<30',102000.0,1987.0,13914  RUTGERS CT   MAGALIA CA 95954,39.8154140067126,-121.601699408042
5671,45264,Destroyed (>50%),6280.0,Harvey,Road,Paradise Northwest B,,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,No Vents,Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,11036.0,1972.0,6280  HARVEY RD   PARADISE CA 95969,39.7734341776839,-121.600117371521
5672,64266,Destroyed (>50%),6400.0,Wild Horse Valley,Road,Unincorporated,0.0,LNU,Napa,,2017-10-08 00:00:00,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Unenclosed,Unknown,Combustible,Unknown, , , ,,,,144585.0,1953.0,6400 WILD HORSE VALLEY RD,38.2961500060415,-122.20813510604
5673,120053,Destroyed (>50%),20260.0,Inland,Lane,Malibu,90265.0,LAC,Los Angeles,Big Rock,2025-01-07 08:02:01,,Single Family Residence Single Story,Single Residence,,Tile,Unknown,Unknown,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,,,137751.0,1971.0,"20260 INLAND LN, MALIBU, CA 90265",34.0384259,-118.6135371
5674,96301,Destroyed (>50%),68.0,Brooks,Drive,Chico,95973.0,BTU,Butte,,2024-07-24 00:00:00,,Utility Misc Structure,Other Minor Structure,0.0,Metal,No Eaves,Unknown,Metal,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,>50',9317.0,1920.0,"88 BROOKS DR, CHICO, CA 95973",39.8867288,-121.7521209
5675,99896,No Damage,145.0,Valle Linda ,Street,Malibu,90265.0,LAC,Los Angeles,,2024-12-09 00:00:00,Fire Retardant Drop,Single Family Residence Multi Story,Single Residence,0.0,Tile,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,No Fence,21-30,,241743.0,1994.0,"145 VALLE LINDO ST, MALIBU, CA 90265",34.0633253,-118.6799901
5676,7786,No Damage,38113.0,Peterson,Road,,0.0,FKU,Fresno,,2020-09-04 00:00:00,,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,44201.0,1977.0,38113 PETERSON RD AUBERRY CA 93602,37.0356580720782,-119.335078147004
5677,61687,Destroyed (>50%),1625.0,Riebli,Road,Unincorporated,0.0,LNU,Sonoma,Riebli,2017-10-08 00:00:00,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Unknown,Unknown,Combustible,Unknown, , , ,,,,275117.0,,1625 RIEBLI RD SANTA ROSA CA 95404,38.5116106935179,-122.710279778116
5678,99412,Destroyed (>50%),3200.0,Cross Creek,Road,Malibu,90265.0,LAC,Los Angeles,,2024-12-09 00:00:00,,Single Family Residence Single Story,Single Residence,2.0,Tile,Unknown,Unknown,Unknown,Unknown,Masonry/Concrete,No Deck/Porch,Unknown,Unknown,>30,,255555.0,1976.0,"3200 CROSS CREEK RD, MALIBU, CA 90265",34.0481758,-118.6839564
5679,32184,Destroyed (>50%),6125.0,Berkshire,Way,Paradise Central Southwest B,,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,Wood,Combustible,Non Combustible,,,99339.0,1960.0,6125  BERKSHIRE WAY   PARADISE CA 95969,39.7687844396954,-121.610684556042
5680,130955,Destroyed (>50%),421.0,El Medio,Avenue,Pacific Palisades,90272.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Combustible,,,381960.0,1960.0,"421 EL MEDIO AVE, PACIFIC PALISADES, CA 90272",34.0408234,-118.5357592
5681,107921,Destroyed (>50%),78.0,W Altadena,Drive,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,,,137248.0,1947.0,"78 W ALTADENA DR, ALTADENA, CA 91001",34.1948203,-118.1490585
5682,62421,Destroyed (>50%),1900.0,Sansone,Drive,Santa Rosa,0.0,LNU,Sonoma,Coffey Park,2017-10-08 00:00:00,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Enclosed,Screened,Combustible,Single Pane, , , ,,,,178992.0,,1900 SANSONE DR SANTA ROSA CA 95403,38.4707575089157,-122.748596167003
5683,102672,Destroyed (>50%),3466.0,McNally,Avenue,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,Unknown,No Patio Cover/Carport,Combustible,,<30',177076.0,1947.0,"3466 MCNALLY AVE, ALTADENA, CA 91001",34.203576,-118.1418425
5684,107328,No Damage,1203.0,Mt Lowe,Drive,Altadena,91001.0,LAC,Los Angeles,Altadena ,2025-01-07 08:02:01,,Utility Misc Structure,Other Minor Structure,,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,42149.0,1955.0,"1203 MOUNT LOWE DR, ALTADENA, CA 91001",34.1979146,-118.1268265
5685,25667,Destroyed (>50%),18188.0,Corral Hollow,Road,,,SCU,San Joaquin,,2020-08-18 00:00:00,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Wood,Unknown,Wood,Wood,No Patio Cover/Carport,No Fence,,,12484.0,,18188 W CORRAL HOLLOW RD TRACY CA 95377,37.5282258379931,-121.531707019068
5686,58769,Destroyed (>50%),1988.0,N. Crimea,Street,Unincorporated,0.0,VNC,Ventura,,2017-12-04 00:00:00,,Infrastructure,Infrastructure,,Unknown,Not Applicable,Unknown,Unknown,Unknown, , , ,,,,27255.0,0.0,1988 N CRIMEA ST VENTURA CA,34.2958134756815,-119.273641478086
5687,108049,Destroyed (>50%),2788.0,Fair Oaks,Avenue,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,346003.0,1947.0,"2788 FAIR OAKS AVE, ALTADENA, CA 91001",34.1931144,-118.1477703
5688,115485,Destroyed (>50%),42.0,Marathon ,Road,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Utility Misc Structure,Other Minor Structure,,Tile,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Combustible,,,302828.0,1950.0,"42 MARATHON RD, ALTADENA, CA 91001",34.1999774,-118.1437387
5689,119627,No Damage,73.0,W Grandview,Avenue,Sierra Madre,91024.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,<30',27067.0,1929.0,"73 W GRANDVIEW AVE, SIERRA MADRE, CA 91024",34.1671865,-118.0541853
5690,43873,Destroyed (>50%),7084.0,Skyway,Road,Paradise Central Southwest A,,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Commercial Building Multi Story,Nonresidential Commercial,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,Wood,Combustible,Combustible,,,421657.0,1991.0,7084  SKYWAY    PARADISE CA 95969,39.7650825004873,-121.617338005449
